,complaint_id,date_received,district_occurrence,general_cap_classification,summary,date_of_complaint,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,num_complaint_rows,complaint_key,sustained_investigative_finding,guilty_disciplinary_finding,training_counseling_or_guilty_disciplinary_finding,complainant_sex,complainant_race,complainant_age
6168,18-0439,2018-09-06,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-1-18 at 10:00am, they were improperly stopped by officers assigned to the 14th District",2018-09-01,19128839.0,white,male,1400 14TH DISTRICT,Departmental Violation,1,"18-0439,19128839.0,Departmental Violation",False,False,False,male,black,48.0
6172,18-0441,2018-09-07,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-26-18, they were improperly searched by a detective assigned to Southwest Detective Division.",2018-06-26,94429818.0,white,male,6500 SOUTHWEST DET,Departmental Violation,1,"18-0441,94429818.0,Departmental Violation",True,False,False,male,,22.0
6174,18-0442,2018-09-07,2400, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-3-18 at 6:45pm, they were treated unprofessionally by an officer assigned to the 24th District.",2018-09-03,83056222.0,white,male,2500 25TH DISTRICT,Lack of Service,1,"18-0442,83056222.0,Lack of Service",True,False,False,male,latino,
6175,18-0442,2018-09-07,2400, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-3-18 at 6:45pm, they were treated unprofessionally by an officer assigned to the 24th District.",2018-09-03,44857103.0,white,male,2400 24TH DISTRICT,Departmental Violation,1,"18-0442,44857103.0,Departmental Violation",True,False,False,male,latino,
6177,18-0442,2018-09-07,2400, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-3-18 at 6:45pm, they were treated unprofessionally by an officer assigned to the 24th District.",2018-09-03,44857103.0,white,male,2400 24TH DISTRICT,Unprofessional Conduct,2,"18-0442,44857103.0,Unprofessional Conduct",True,False,False,male,latino,
6179,18-0442,2018-09-07,2400, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-3-18 at 6:45pm, they were treated unprofessionally by an officer assigned to the 24th District.",2018-09-03,45664255.0,white,male,2400 24TH DISTRICT,Departmental Violation,1,"18-0442,45664255.0,Departmental Violation",True,False,False,male,latino,
6180,18-0443,2018-09-10,1800, PHYSICAL ABUSE,"According to the complainant, on 9-6-18, they were physically abused and improperly stopped by officers assigned to the 18th District.",2018-09-06,70888177.0,white,male,1800 18TH DISTRICT,Physical Abuse,1,"18-0443,70888177.0,Physical Abuse",False,False,False,male,black,24.0
6181,18-0443,2018-09-10,1800, PHYSICAL ABUSE,"According to the complainant, on 9-6-18, they were physically abused and improperly stopped by officers assigned to the 18th District.",2018-09-06,70888177.0,white,male,1800 18TH DISTRICT,Harassment,1,"18-0443,70888177.0,Harassment",False,False,False,male,black,24.0
6182,18-0443,2018-09-10,1800, PHYSICAL ABUSE,"According to the complainant, on 9-6-18, they were physically abused and improperly stopped by officers assigned to the 18th District.",2018-09-06,79287740.0,white,male,1800 18TH DISTRICT,Harassment,1,"18-0443,79287740.0,Harassment",False,False,False,male,black,24.0
6183,18-0443,2018-09-10,1800, PHYSICAL ABUSE,"According to the complainant, on 9-6-18, they were physically abused and improperly stopped by officers assigned to the 18th District.",2018-09-06,79287740.0,white,male,1800 18TH DISTRICT,Physical Abuse,1,"18-0443,79287740.0,Physical Abuse",False,False,False,male,black,24.0
6184,18-0444,2018-09-11,600, PHYSICAL ABUSE,"According to the complainant, on 6-1-17 at 6:30pm, they were physically abused and improperly issued a citation by an officer assigned to the 6th District.",2017-06-01,52344629.0,black,male,4500 CENTER CITY DISTRIC,Investigation OnGoing,1,"18-0444,52344629.0,Investigation OnGoing",False,False,False,male,black,40.0
6185,18-0445,2018-09-11,2200, PHYSICAL ABUSE,"According to the complainant, on 9-6-18 at 2:50pm, they were physically abused by an officer assigned to the 22nd District.",2018-09-06,41937143.0,other,male,9807 SUMMER INITIATIVE,Departmental Violation,1,"18-0445,41937143.0,Departmental Violation",True,False,False,male,black,39.0
6187,18-0445,2018-09-11,2200, PHYSICAL ABUSE,"According to the complainant, on 9-6-18 at 2:50pm, they were physically abused by an officer assigned to the 22nd District.",2018-09-06,41937143.0,other,male,9807 SUMMER INITIATIVE,Physical Abuse,1,"18-0445,41937143.0,Physical Abuse",False,False,False,male,black,39.0
6188,18-0445,2018-09-11,2200, PHYSICAL ABUSE,"According to the complainant, on 9-6-18 at 2:50pm, they were physically abused by an officer assigned to the 22nd District.",2018-09-06,71664258.0,black,male,2200 22ND DISTRICT,Departmental Violation,1,"18-0445,71664258.0,Departmental Violation",True,False,False,male,black,39.0
6189,18-0445,2018-09-11,2200, PHYSICAL ABUSE,"According to the complainant, on 9-6-18 at 2:50pm, they were physically abused by an officer assigned to the 22nd District.",2018-09-06,91728727.0,latino,female,2200 22ND DISTRICT,Departmental Violation,1,"18-0445,91728727.0,Departmental Violation",True,False,False,male,black,39.0
6190,18-0445,2018-09-11,2200, PHYSICAL ABUSE,"According to the complainant, on 9-6-18 at 2:50pm, they were physically abused by an officer assigned to the 22nd District.",2018-09-06,96695920.0,white,female,2200 22ND DISTRICT,Departmental Violation,1,"18-0445,96695920.0,Departmental Violation",True,False,False,male,black,39.0
6191,18-0446,2018-09-14,3900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-8-18 at 10:00am, they were racially profiled by officers assigned to the 39th District.",2018-08-08,83286592.0,white,male,3900 39TH DISTRICT,Civil Rights Complaint,1,"18-0446,83286592.0,Civil Rights Complaint",False,False,False,male,black,26.0
6192,18-0446,2018-09-14,3900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-8-18 at 10:00am, they were racially profiled by officers assigned to the 39th District.",2018-08-08,18990480.0,white,male,3900 39TH DISTRICT,Civil Rights Complaint,1,"18-0446,18990480.0,Civil Rights Complaint",False,False,False,male,black,26.0
6193,18-0446,2018-09-14,3900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-8-18 at 10:00am, they were racially profiled by officers assigned to the 39th District.",2018-08-08,98793794.0,other,male,1400 14TH DISTRICT,Civil Rights Complaint,1,"18-0446,98793794.0,Civil Rights Complaint",False,False,False,male,black,26.0
6194,18-0446,2018-09-14,3900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-8-18 at 10:00am, they were racially profiled by officers assigned to the 39th District.",2018-08-08,18990480.0,white,male,3900 39TH DISTRICT,Departmental Violation,1,"18-0446,18990480.0,Departmental Violation",True,False,True,male,black,26.0
6195,18-0447,2018-09-12,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-5-18 at 1:11am, they were improperly ticketed by an officer assigned to the 15th District.",2018-09-05,80731584.0,white,male,1500 15TH DISTRICT,Departmental Violation,1,"18-0447,80731584.0,Departmental Violation",False,False,False,female,latino,23.0
6196,18-0448,2018-09-12,900, UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-22-18 at 2:00pm, they were verbally abused by an officer assigned to the Center City District.",2018-07-22,66821176.0,black,female,4500 CENTER CITY DISTRIC,Verbal Abuse,1,"18-0448,66821176.0,Verbal Abuse",False,False,False,female,black,35.0
6197,18-0449,2018-09-12,1600, LACK OF SERVICE,"According to the complainant, on 8-24-18, they did not receive proper service from a sergeant assigned to the 16th District.",2018-08-24,83076993.0,white,male,1600 16TH DISTRICT,Lack of Service,1,"18-0449,83076993.0,Lack of Service",True,False,False,male,white,22.0
6198,18-0450,2018-09-13,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-11-18 at 6:48am, they were treated unprofessionally and improperly ticketed by an officer assigned to the 18th District.",2018-09-11,95117322.0,black,male,1800 18TH DISTRICT,Departmental Violation,2,"18-0450,95117322.0,Departmental Violation",True,False,True,male,black,36.0
6200,18-0451,2018-09-12,1600, PHYSICAL ABUSE,"According to the complainant, on 9-8-18 at 4:55pm, they were treated unprofessionally and physically abused by an officer assigned to the 16th District.",2018-09-08,29364663.0,black,female,1600 16TH DISTRICT,Physical Abuse,1,"18-0451,29364663.0,Physical Abuse",False,False,False,male,black,56.0
6201,18-0452,2018-09-12,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-25-18 at 12:30pm, their motorcycle was improperly confiscated by an officer assigned to the Major Crimes Auto Unit.",2018-04-25,36360551.0,white,male,6002 MAJOR CRIMES UNIT,Departmental Violation,1,"18-0452,36360551.0,Departmental Violation",False,False,False,male,black,34.0
6202,18-0453,2018-09-14,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-11-18 at 7:27pm, they were treated unprofessionally by officers assigned to the 22nd District.",2018-09-11,87650396.0,white,male,2200 22ND DISTRICT,Departmental Violation,1,"18-0453,87650396.0,Departmental Violation",True,False,False,female,black,28.0
6203,18-0453,2018-09-14,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-11-18 at 7:27pm, they were treated unprofessionally by officers assigned to the 22nd District.",2018-09-11,22804109.0,white,male,5300 HIGHWAY PATROL,Departmental Violation,1,"18-0453,22804109.0,Departmental Violation",True,False,False,female,black,28.0
6205,18-0454,2018-09-14,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, 9-1-18, they were treated unprofessionally and that they did not receive proper service from an officer assigned to the 25th District.",2018-09-01,38035966.0,black,female,2500 25TH DISTRICT,Lack of Service,1,"18-0454,38035966.0,Lack of Service",True,False,False,female,,
6206,18-0454,2018-09-14,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, 9-1-18, they were treated unprofessionally and that they did not receive proper service from an officer assigned to the 25th District.",2018-09-01,38035966.0,black,female,2500 25TH DISTRICT,Departmental Violation,1,"18-0454,38035966.0,Departmental Violation",True,False,False,female,,
6207,18-0454,2018-09-14,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, 9-1-18, they were treated unprofessionally and that they did not receive proper service from an officer assigned to the 25th District.",2018-09-01,38035966.0,black,female,2500 25TH DISTRICT,Unprofessional Conduct,1,"18-0454,38035966.0,Unprofessional Conduct",True,False,False,female,,
6208,18-0455,2018-09-14,, HARASSMENT,"According to the complainant, on an unknown date and time in the past they were harassed by an officer assigned to the 12th District.",,75165635.0,white,male,1200 12TH DISTRICT,Departmental Violation,1,"18-0455,75165635.0,Departmental Violation",False,False,False,male,black,17.0
6210,18-0455,2018-09-14,, HARASSMENT,"According to the complainant, on an unknown date and time in the past they were harassed by an officer assigned to the 12th District.",,75165635.0,white,male,1200 12TH DISTRICT,Harassment,1,"18-0455,75165635.0,Harassment",False,False,False,male,black,17.0
6211,18-0456,2018-09-17,1800, LACK OF SERVICE,"According to the complainant, on 9-08-18 at 3:00pm, they did not receive proper service from officers assigned to the 18th District.",2018-09-08,74714338.0,white,male,1200 12TH DISTRICT,Investigation OnGoing,1,"18-0456,74714338.0,Investigation OnGoing",False,False,False,female,white,35.0
6212,18-0456,2018-09-17,1800, LACK OF SERVICE,"According to the complainant, on 9-08-18 at 3:00pm, they did not receive proper service from officers assigned to the 18th District.",2018-09-08,91115037.0,latino,male,1200 12TH DISTRICT,Investigation OnGoing,1,"18-0456,91115037.0,Investigation OnGoing",False,False,False,female,white,35.0
6213,18-0457,2018-09-19,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-14-18 at 10:12am, proper police procedures were not followed by an officer assigned to the 15th District.",2018-09-14,50934259.0,latino,female,1500 15TH DISTRICT,Departmental Violation,1,"18-0457,50934259.0,Departmental Violation",False,False,False,female,black,29.0
6215,18-0458,2018-09-18,100, UNPROFESSIONAL CONDUCT,"According to the complainant, on 6-18-18 at 10:21pm, they were verbally abused by an officer assigned to the 1st District.",2018-06-18,45777036.0,latino,male,0100 01ST DISTRICT,Unprofessional Conduct,1,"18-0458,45777036.0,Unprofessional Conduct",False,False,False,female,white,30.0
6216,18-0459,2018-09-19,1400, PHYSICAL ABUSE,"According to the complainant, on 9-7-18, officers assigned to the 14th District illegally entered their home and physically abused them.",2018-09-07,47524892.0,white,male,1400 14TH DISTRICT,Physical Abuse,1,"18-0459,47524892.0,Physical Abuse",False,False,False,female,black,37.0
6217,18-0459,2018-09-19,1400, PHYSICAL ABUSE,"According to the complainant, on 9-7-18, officers assigned to the 14th District illegally entered their home and physically abused them.",2018-09-07,47524892.0,white,male,1400 14TH DISTRICT,Departmental Violation,1,"18-0459,47524892.0,Departmental Violation",False,False,False,female,black,37.0
6218,18-0460,2018-09-20,300, LACK OF SERVICE,"According to the complainant, on 9-13-18, they were not treated properly by officers assigned to the 3rd District.",2018-09-13,53566343.0,latino,male,0300 03RD DISTRICT,Lack of Service,2,"18-0460,53566343.0,Lack of Service",True,False,True,female,white,38.0
6220,18-0460,2018-09-20,300, LACK OF SERVICE,"According to the complainant, on 9-13-18, they were not treated properly by officers assigned to the 3rd District.",2018-09-13,52374669.0,white,female,0300 03RD DISTRICT,Lack of Service,2,"18-0460,52374669.0,Lack of Service",True,False,True,female,white,38.0
6222,18-0461,2018-09-19,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-18-18 at 1:30am, their vehicle was falsely ticketed by an officer assigned to the 25th District.",2018-09-18,72821428.0,other,male,9807 SUMMER INITIATIVE,Departmental Violation,1,"18-0461,72821428.0,Departmental Violation",False,False,False,male,latino,37.0
6223,18-0462,2018-09-20,1200, PHYSICAL ABUSE,"According to the complainant, on 9-1-18 at 5:00pm, they were physically and verbally abused by an officer assigned to the 12th District.",2018-09-01,53656122.0,white,male,1200 12TH DISTRICT,Verbal Abuse,1,"18-0462,53656122.0,Verbal Abuse",False,False,False,male,black,45.0
6224,18-0462,2018-09-20,1200, PHYSICAL ABUSE,"According to the complainant, on 9-1-18 at 5:00pm, they were physically and verbally abused by an officer assigned to the 12th District.",2018-09-01,53656122.0,white,male,1200 12TH DISTRICT,Physical Abuse,1,"18-0462,53656122.0,Physical Abuse",False,False,False,male,black,45.0
6225,18-0462,2018-09-20,1200, PHYSICAL ABUSE,"According to the complainant, on 9-1-18 at 5:00pm, they were physically and verbally abused by an officer assigned to the 12th District.",2018-09-01,53656122.0,white,male,1200 12TH DISTRICT,Departmental Violation,1,"18-0462,53656122.0,Departmental Violation",True,False,True,male,black,45.0
6226,18-0463,2018-09-20,1800, UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-26-18 at 12:48am, they were treated unprofessionally by officers assigned to the 18th District.",2018-08-26,82455064.0,white,male,5400 AID,Falsification,1,"18-0463,82455064.0,Falsification",False,False,False,male,black,61.0
