,complaint_id,date_received,district_occurrence,general_cap_classification,summary,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
6980,18-0603,2018-12-18,600, PHYSICAL ABUSE,"According to the complainant, on 6-25-18, they were physically abused, and falsely detained by an officer assigned to the 6th District.",,,,42959558.0,white,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
6981,18-0603,2018-12-18,600, PHYSICAL ABUSE,"According to the complainant, on 6-25-18, they were physically abused, and falsely detained by an officer assigned to the 6th District.",,,,80208703.0,white,male,,Physical Abuse,No Sustained Findings,Not Applicable
6982,18-0603,2018-12-18,600, PHYSICAL ABUSE,"According to the complainant, on 6-25-18, they were physically abused, and falsely detained by an officer assigned to the 6th District.",,,,73464815.0,white,male,0600 06TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
6983,18-0603,2018-12-18,600, PHYSICAL ABUSE,"According to the complainant, on 6-25-18, they were physically abused, and falsely detained by an officer assigned to the 6th District.",,,,,,,,Physical Abuse,No Sustained Findings,Not Applicable
6984,18-0603,2018-12-18,600, PHYSICAL ABUSE,"According to the complainant, on 6-25-18, they were physically abused, and falsely detained by an officer assigned to the 6th District.",,,,73464815.0,white,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
6985,18-0603,2018-12-18,600, PHYSICAL ABUSE,"According to the complainant, on 6-25-18, they were physically abused, and falsely detained by an officer assigned to the 6th District.",,,,,,,,Physical Abuse,No Sustained Findings,Not Applicable
6986,18-0604,2018-12-18,700, VERBAL ABUSE,"According to the complainant, on 12-14-18 at 12:00pm, they were verbally abused by an officer assigned to the 7th District.",male,white,35.0,57672311.0,black,female,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6987,18-0605,2018-12-19,800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-13-18 at 8:00pm, they were verbally intimidated by an officer assigned to the 35th District.",male,white,36.0,42153608.0,other,female,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
6988,18-0606,2018-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",female,black,22.0,59959012.0,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6989,18-0606,2018-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",female,black,22.0,59959012.0,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6990,18-0606,2018-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",female,black,22.0,59959012.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6991,18-0606,2018-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",female,black,22.0,59959012.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6992,18-0606,2018-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",female,black,22.0,49777089.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6993,18-0606,2018-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",female,black,22.0,49777089.0,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6994,18-0606,2018-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",female,black,22.0,49777089.0,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6995,18-0606,2018-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",female,black,22.0,49777089.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6996,18-0606,2018-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on Thursday, 12/6/18 at 11:00 AM they were unlawfully detained, and forced to walk home after their vehicle was towed by an officer assigned to the 35th District.",female,black,22.0,49777089.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6997,18-0607,2018-12-21,3500, CRIMINAL ALLEGATION,"According to the complainant, on 12-13-18 at 4:39pm, they are missing property after being arrested by officers assigned to the 35th District.",male,white,34.0,21179506.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6998,18-0607,2018-12-21,3500, CRIMINAL ALLEGATION,"According to the complainant, on 12-13-18 at 4:39pm, they are missing property after being arrested by officers assigned to the 35th District.",male,white,34.0,80417272.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6999,18-0607,2018-12-21,3500, CRIMINAL ALLEGATION,"According to the complainant, on 12-13-18 at 4:39pm, they are missing property after being arrested by officers assigned to the 35th District.",male,white,34.0,39556028.0,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
7000,18-0607,2018-12-21,3500, CRIMINAL ALLEGATION,"According to the complainant, on 12-13-18 at 4:39pm, they are missing property after being arrested by officers assigned to the 35th District.",male,white,34.0,80417272.0,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
7001,18-0607,2018-12-21,3500, CRIMINAL ALLEGATION,"According to the complainant, on 12-13-18 at 4:39pm, they are missing property after being arrested by officers assigned to the 35th District.",male,white,34.0,21179506.0,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
7002,18-0607,2018-12-21,3500, CRIMINAL ALLEGATION,"According to the complainant, on 12-13-18 at 4:39pm, they are missing property after being arrested by officers assigned to the 35th District.",male,white,34.0,85010244.0,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
7003,18-0608,2018-12-21,500, DEPARTMENTAL VIOLATIONS,"According to the complainant on 07-01-18 at 4:00am, a false accident report was prepared by an officer assigned to the 5th District.",,,,48582841.0,black,female,0500 05TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
7004,18-0608,2018-12-21,500, DEPARTMENTAL VIOLATIONS,"According to the complainant on 07-01-18 at 4:00am, a false accident report was prepared by an officer assigned to the 5th District.",,,,48582841.0,black,female,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7005,18-0609,2018-12-21,600, DEPARTMENTAL VIOLATIONS,"According to the complainant on 11-21-18 at 1:25am, an incorrect accident report was prepared by an officer assigned to the 6th District.",female,multi ethnic,29.0,11798898.0,black,male,0600 06TH DISTRICT,Lack of Service,Sustained Finding,Pending
7006,18-0610,2018-12-26,1900, LACK OF SERVICE,"According to the complainant, on 11-21-18 at 6:00pm, they did not receive proper service from officers assigned to the 19th District.",male,black,42.0,95408632.0,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7007,18-0610,2018-12-26,1900, LACK OF SERVICE,"According to the complainant, on 11-21-18 at 6:00pm, they did not receive proper service from officers assigned to the 19th District.",male,black,42.0,25532838.0,latino,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
7008,18-0610,2018-12-26,1900, LACK OF SERVICE,"According to the complainant, on 11-21-18 at 6:00pm, they did not receive proper service from officers assigned to the 19th District.",male,black,42.0,25532838.0,latino,male,6500 SOUTHWEST DET,Unprofessional Conduct,No Sustained Findings,Not Applicable
7009,18-0610,2018-12-26,1900, LACK OF SERVICE,"According to the complainant, on 11-21-18 at 6:00pm, they did not receive proper service from officers assigned to the 19th District.",male,black,42.0,43058606.0,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
7010,18-0611,2018-12-21,1500, LACK OF SERVICE,"According to the complainant, on 11-13-18 at 1:30pm, an officer assigned to the Traffic District, failed to properly investigate and prepared a false accident report.",female,white,42.0,96215440.0,black,female,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7011,18-0612,2018-12-27,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-18 at 1:00pm, they were falsely arrested by a sergeant assigned to the 7th District.",male,white,36.0,32529756.0,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Pending
7012,18-0612,2018-12-27,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-18 at 1:00pm, they were falsely arrested by a sergeant assigned to the 7th District.",male,white,36.0,21688310.0,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Pending
7013,18-0612,2018-12-27,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-18 at 1:00pm, they were falsely arrested by a sergeant assigned to the 7th District.",male,white,36.0,21688310.0,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Pending
7014,18-0612,2018-12-27,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-18 at 1:00pm, they were falsely arrested by a sergeant assigned to the 7th District.",male,white,36.0,44552919.0,white,male,6400 NORTHEAST DET,Departmental Violation,Sustained Finding,Pending
7015,18-0612,2018-12-27,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-18 at 1:00pm, they were falsely arrested by a sergeant assigned to the 7th District.",male,white,36.0,44552919.0,white,male,6400 NORTHEAST DET,Lack of Service,Sustained Finding,Pending
7016,18-0612,2018-12-27,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-18 at 1:00pm, they were falsely arrested by a sergeant assigned to the 7th District.",male,white,36.0,32529756.0,white,male,0700 07TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
7017,18-0612,2018-12-27,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-18 at 1:00pm, they were falsely arrested by a sergeant assigned to the 7th District.",male,white,36.0,54550477.0,white,male,6400 NORTHEAST DET,Departmental Violation,Sustained Finding,Pending
7018,18-0612,2018-12-27,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-18-18 at 1:00pm, they were falsely arrested by a sergeant assigned to the 7th District.",male,white,36.0,14975664.0,white,male,6400 NORTHEAST DET,Departmental Violation,Sustained Finding,Pending
7019,18-0613,2018-12-31,3500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-21-18 at 2:30pm, they were improperly issued a ticket by a lieutenant and officer assigned to the 35th District.",male,black,48.0,79955503.0,white,male,3500 35TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
7020,18-0614,2018-12-31,700, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-20-18 at 11:19am, they did not receive proper service from officers assigned to the 7th District.",female,black,52.0,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable
7021,18-0615,2018-12-27,800, LACK OF SERVICE,"According to the complainant, sometime in February 2018, they did not receive proper service from an officer assigned to the 8th District.",female,white,57.0,,,,,Lack of Service,No Sustained Findings,Not Applicable
7022,18-0615,2018-12-27,800, LACK OF SERVICE,"According to the complainant, sometime in February 2018, they did not receive proper service from an officer assigned to the 8th District.",female,white,57.0,,,,,Departmental Violation,No Sustained Findings,Not Applicable
7023,18-0616,2018-12-28,1900, VERBAL ABUSE,"According to the complainant, on 12-24-18 at 8:24pm, they were harassed and verbally abused by officers assigned to the 19th District.",male,other,26.0,64874364.0,black,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
7024,18-0616,2018-12-28,1900, VERBAL ABUSE,"According to the complainant, on 12-24-18 at 8:24pm, they were harassed and verbally abused by officers assigned to the 19th District.",male,other,26.0,63516866.0,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
7025,18-0617,2018-12-28,900, LACK OF SERVICE,"According to the complainant, in October 2018, they did not receive proper service from a detective assigned to Central Detective Division.",male,black,24.0,63025056.0,black,male,6200 CENTRAL DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
7026,18-0618,2018-12-28,1900, LACK OF SERVICE,"According to the complainant, on 9-2-18, they did not receive proper service from officers assigned to the 19th District.",male,other,37.0,97415353.0,black,female,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7027,18-0618,2018-12-28,1900, LACK OF SERVICE,"According to the complainant, on 9-2-18, they did not receive proper service from officers assigned to the 19th District.",male,other,37.0,60081064.0,asian,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
7028,18-0618,2018-12-28,1900, LACK OF SERVICE,"According to the complainant, on 9-2-18, they did not receive proper service from officers assigned to the 19th District.",male,other,37.0,53098909.0,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
